partition,bvid,text,label
学习区,learn_2,这个公式太痛苦弹幕护体#667,
学习区,learn_5,越学越焦虑救命#2465,
生活区,life_5,评论区吵起来了同感#2082,
生活区,life_5,这种分享很真实救命#2021,
生活区,life_5,剪辑有点乱弹幕护体#2047,
生活区,life_3,生活感满满很温暖救命#1195,
学习区,learn_1,学不会有点烦打卡87#475,
学习区,learn_4,复习效率太低了打卡84#1927,
生活区,life_1,这个视频太治愈了确实#458,
生活区,life_2,内容有趣支持三连了#729,
生活区,life_5,这个视频太治愈了姐妹们#2465,
学习区,learn_2,笔记已经记好了哈哈#762,1
学习区,learn_2,笔记已经记好了救命#628,1
学习区,learn_1,学会了感谢分享打卡28#319,
生活区,life_2,体验一般三连了#963,
学习区,learn_4,这个方法太有用了收藏期末人破防#1983,
生活区,life_4,看完心情变好了哈哈#1519,1
学习区,learn_1,复习效率太低了确实#278,
学习区,learn_5,学不会有点烦期末人破防#2379,
生活区,life_1,看完心情变好了姐妹们#368,1
生活区,life_5,剪辑有点乱第47遍看#2084,
学习区,learn_3,笔记已经记好了弹幕护体#1419,
生活区,life_4,这个视频太治愈了救命#1721,1
生活区,life_3,真的很放松哈哈#1343,1
学习区,learn_3,学不会有点烦弹幕护体#1258,
生活区,life_5,生活感满满很温暖哈哈#2389,
学习区,learn_1,越学越焦虑姐妹们#263,
生活区,life_2,节奏太慢有点烦确实#532,
生活区,life_4,这种分享很真实救命#1791,
生活区,life_4,看着很舒服弹幕护体#1586,1
生活区,life_4,剪辑有点乱救命#1596,
生活区,life_2,看完心情变好了打卡7#977,
生活区,life_4,好喜欢这种日常弹幕护体#1542,0
学习区,learn_5,学不会有点烦三连了#2333,
生活区,life_2,画面好看点赞第6遍看#976,
学习区,learn_5,讲得有点快跟不上同感#2103,
生活区,life_1,这种分享很真实打卡68#262,
生活区,life_4,好喜欢这种日常期末人破防#1999,
学习区,learn_3,太难了完全听不懂同感#1294,
学习区,learn_3,备考压力好大想哭姐妹们#1108,
学习区,learn_4,例题很经典收获很多三连了#1890,1
学习区,learn_5,这个知识点让我崩溃哈哈#2489,
生活区,life_1,有点无聊看不下去第32遍看#323,
生活区,life_3,看完没什么收获确实#1316,
生活区,life_2,真的很放松姐妹们#711,
生活区,life_5,好喜欢这种日常打卡65#2393,
生活区,life_5,节奏太慢有点烦确实#2198,
学习区,learn_3,学会了感谢分享打卡39#1009,1
学习区,learn_1,学会了感谢分享打卡89#283,
学习区,learn_4,学会了感谢分享三连了#1757,
生活区,life_1,看着很舒服哈哈#190,
学习区,learn_4,太难了完全听不懂期末人破防#1818,
学习区,learn_2,这节课效率很高第32遍看#905,0
生活区,life_1,这个视频太治愈了确实#189,
学习区,learn_2,例题很经典收获很多弹幕护体#921,
学习区,learn_4,思路很清晰适合复习第89遍看#1544,
生活区,life_5,评论区吵起来了姐妹们#2270,
学习区,learn_3,讲解细节很到位期末人破防#1037,
生活区,life_4,感觉不太真实三连了#1618,
生活区,life_3,看完心情变好了确实#1489,
学习区,learn_4,作业好多真的累三连了#1727,0
学习区,learn_5,这节课效率很高弹幕护体#2060,
学习区,learn_2,讲得有点快跟不上第76遍看#852,0
生活区,life_5,有点尴尬期末人破防#2080,
生活区,life_4,评论区吵起来了救命#1955,
生活区,life_4,真的很放松弹幕护体#1855,
生活区,life_1,标题党无语同感#1,
生活区,life_5,生活感满满很温暖救命#2209,1
学习区,learn_1,知识点总结很完整哈哈#333,
学习区,learn_2,备考压力好大想哭第47遍看#823,
学习区,learn_2,学不会有点烦姐妹们#713,
学习区,learn_4,老师讲得很清楚终于懂了救命#1570,
生活区,life_3,看着很舒服期末人破防#1499,
学习区,learn_3,学会了感谢分享哈哈#1078,1
生活区,life_3,画面好看点赞姐妹们#1026,1
生活区,life_1,好喜欢这种日常救命#161,
学习区,learn_4,越学越焦虑姐妹们#1864,
生活区,life_3,真的很放松三连了#1181,
生活区,life_2,好喜欢这种日常哈哈#883,
生活区,life_2,画面好看点赞救命#923,
学习区,learn_5,这个知识点让我崩溃确实#2318,
生活区,life_3,画面好看点赞弹幕护体#1001,
学习区,learn_1,复习效率太低了确实#269,
学习区,learn_5,备考压力好大想哭同感#2001,
生活区,life_2,内容有趣支持救命#695,
学习区,learn_1,越学越焦虑救命#123,
生活区,life_2,标题党无语同感#852,0
生活区,life_1,感觉不太真实三连了#188,
学习区,learn_5,思路很清晰适合复习同感#2292,
学习区,learn_3,讲得有点快跟不上哈哈#1211,
生活区,life_5,这种分享很真实期末人破防#2310,
学习区,learn_1,老师讲得很清楚终于懂了弹幕护体#249,
学习区,learn_5,终于把公式理解了期末人破防#2110,
学习区,learn_4,学会了感谢分享救命#1894,
生活区,life_3,画面好看点赞同感#1236,
学习区,learn_4,看到题目就迷茫姐妹们#1825,
生活区,life_1,内容有趣支持三连了#202,
生活区,life_5,评论区吵起来了救命#2324,0
学习区,learn_4,看到题目就迷茫第37遍看#1589,
生活区,life_5,好喜欢这种日常打卡20#2057,
学习区,learn_1,学会了感谢分享姐妹们#178,1
学习区,learn_4,学会了感谢分享弹幕护体#1844,
学习区,learn_4,知识点总结很完整姐妹们#1576,
学习区,learn_4,学不会有点烦第82遍看#1925,0
生活区,life_5,标题党无语弹幕护体#2192,
学习区,learn_5,复习效率太低了弹幕护体#2141,
生活区,life_5,看着很舒服打卡57#2385,
学习区,learn_3,这个公式太痛苦三连了#1427,
学习区,learn_1,越学越焦虑打卡15#306,
生活区,life_2,生活感满满很温暖弹幕护体#680,1
学习区,learn_3,这节课效率很高期末人破防#1271,
学习区,learn_4,终于把公式理解了救命#1726,1
学习区,learn_5,看到题目就迷茫第19遍看#2056,
生活区,life_1,这个视频太治愈了确实#114,1
学习区,learn_4,复习效率太低了确实#1903,
学习区,learn_2,笔记已经记好了救命#872,
学习区,learn_4,复习效率太低了三连了#1958,
生活区,life_3,体验一般三连了#1163,
生活区,life_5,剪辑有点乱打卡11#2339,
学习区,learn_3,作业好多真的累弹幕护体#1074,
学习区,learn_4,复习效率太低了三连了#1829,0
生活区,life_2,节奏太慢有点烦哈哈#653,0
生活区,life_3,有点尴尬同感#1244,
学习区,learn_1,老师讲得很清楚终于懂了确实#439,
学习区,learn_4,这个知识点让我崩溃姐妹们#1828,
学习区,learn_4,备考压力好大想哭确实#1735,
学习区,learn_1,这个知识点让我崩溃确实#355,
学习区,learn_3,太难了完全听不懂姐妹们#1492,
生活区,life_5,真的很放松期末人破防#2256,
学习区,learn_1,作业好多真的累弹幕护体#219,0
学习区,learn_1,复习效率太低了三连了#414,
学习区,learn_4,学不会有点烦哈哈#1767,
学习区,learn_5,学不会有点烦姐妹们#2131,
生活区,life_5,真的很放松救命#2067,
学习区,learn_2,这个公式太痛苦救命#929,
生活区,life_1,好喜欢这种日常弹幕护体#498,
生活区,life_3,画面好看点赞弹幕护体#1304,
生活区,life_3,好喜欢这种日常同感#1071,
生活区,life_1,感觉不太真实打卡83#374,0
学习区,learn_4,例题很经典收获很多期末人破防#1803,
学习区,learn_1,讲得有点快跟不上三连了#430,
生活区,life_4,看完心情变好了第39遍看#1979,
生活区,life_2,看着很舒服打卡21#506,
生活区,life_4,好喜欢这种日常同感#1965,1
学习区,learn_4,这个知识点让我崩溃期末人破防#1624,
生活区,life_4,有点无聊看不下去同感#1811,
学习区,learn_5,这节课效率很高打卡54#2382,
生活区,life_5,看着很舒服哈哈#2036,
学习区,learn_2,讲解细节很到位三连了#683,
学习区,learn_3,备考压力好大想哭同感#1443,0
生活区,life_1,标题党无语弹幕护体#239,1
生活区,life_3,剪辑有点乱期末人破防#1475,
学习区,learn_1,讲得有点快跟不上姐妹们#96,
生活区,life_3,内容太水了没用三连了#1350,0
学习区,learn_5,笔记已经记好了同感#2365,
学习区,learn_3,越学越焦虑姐妹们#1226,
生活区,life_3,快乐就是这么简单期末人破防#1047,1
生活区,life_5,看着很舒服期末人破防#2165,
学习区,learn_4,作业好多真的累打卡55#1704,0
学习区,learn_1,复习效率太低了打卡55#152,
生活区,life_4,这个视频太治愈了弹幕护体#1803,1
学习区,learn_4,这节课效率很高哈哈#1688,
学习区,learn_3,学不会有点烦打卡79#1049,
学习区,learn_5,看到题目就迷茫三连了#2433,
学习区,learn_1,讲解细节很到位救命#245,
学习区,learn_4,这个方法太有用了收藏哈哈#1974,
学习区,learn_5,这个方法太有用了收藏弹幕护体#2156,
生活区,life_3,这种分享很真实期末人破防#1460,
学习区,learn_1,这个知识点让我崩溃确实#397,
生活区,life_2,看完没什么收获救命#905,
学习区,learn_1,这个方法太有用了收藏第71遍看#459,
学习区,learn_2,太难了完全听不懂确实#535,
生活区,life_1,标题党无语第6遍看#491,
学习区,learn_5,讲解细节很到位救命#2188,
生活区,life_1,生活感满满很温暖打卡54#54,1
学习区,learn_4,这节课效率很高期末人破防#1583,
学习区,learn_2,这个方法太有用了收藏姐妹们#998,
生活区,life_4,这种分享很真实打卡94#1743,
生活区,life_5,生活感满满很温暖打卡85#2219,
学习区,learn_3,这个知识点让我崩溃三连了#1249,
学习区,learn_1,看到题目就迷茫弹幕护体#32,
生活区,life_4,快乐就是这么简单救命#1911,
生活区,life_2,体验一般打卡34#616,
生活区,life_4,看完没什么收获打卡19#1862,
学习区,learn_2,作业好多真的累姐妹们#538,
学习区,learn_3,学会了感谢分享期末人破防#1062,
学习区,learn_3,例题很经典收获很多同感#1002,
学习区,learn_3,笔记已经记好了打卡61#1322,
学习区,learn_1,这节课效率很高确实#52,
生活区,life_3,真的很放松三连了#1464,1
生活区,life_1,剪辑有点乱第61遍看#158,
学习区,learn_5,太难了完全听不懂打卡86#2414,
生活区,life_2,这种分享很真实打卡30#903,
学习区,learn_5,看到题目就迷茫姐妹们#2184,
生活区,life_1,体验一般同感#173,
学习区,learn_3,知识点总结很完整确实#1033,
学习区,learn_1,讲得有点快跟不上确实#457,
生活区,life_3,感觉不太真实三连了#1064,
生活区,life_4,内容太水了没用期末人破防#1781,
学习区,learn_3,作业好多真的累哈哈#1405,
学习区,learn_5,老师讲得很清楚终于懂了三连了#2177,
生活区,life_2,快乐就是这么简单确实#971,
生活区,life_3,这个视频太治愈了三连了#1108,
生活区,life_5,剪辑有点乱弹幕护体#2352,
生活区,life_3,看完没什么收获姐妹们#1439,0
学习区,learn_3,知识点总结很完整哈哈#1422,
生活区,life_2,看完心情变好了期末人破防#671,
学习区,learn_3,越学越焦虑救命#1206,
生活区,life_3,画面好看点赞姐妹们#1162,
生活区,life_5,看完心情变好了三连了#2022,
生活区,life_2,生活感满满很温暖第39遍看#718,
学习区,learn_4,这个公式太痛苦哈哈#1819,
学习区,learn_5,备考压力好大想哭弹幕护体#2307,0
学习区,learn_2,学会了感谢分享哈哈#703,
学习区,learn_1,讲得有点快跟不上确实#364,
生活区,life_1,评论区吵起来了同感#309,0
生活区,life_2,快乐就是这么简单哈哈#529,
生活区,life_4,画面好看点赞期末人破防#1741,
学习区,learn_4,复习效率太低了弹幕护体#1559,
生活区,life_5,感觉不太真实打卡31#2068,
生活区,life_5,看着很舒服姐妹们#2328,1
学习区,learn_5,学不会有点烦三连了#2022,
学习区,learn_5,看到题目就迷茫弹幕护体#2440,
生活区,life_2,看完心情变好了哈哈#957,
学习区,learn_1,备考压力好大想哭期末人破防#163,
生活区,life_5,生活感满满很温暖弹幕护体#2098,
生活区,life_1,评论区吵起来了同感#102,
学习区,learn_5,复习效率太低了期末人破防#2004,
生活区,life_4,这种分享很真实同感#1713,
学习区,learn_1,越学越焦虑确实#211,
学习区,learn_3,作业好多真的累姐妹们#1172,
学习区,learn_3,老师讲得很清楚终于懂了姐妹们#1118,
学习区,learn_1,太难了完全听不懂救命#398,
生活区,life_5,生活感满满很温暖期末人破防#2453,
学习区,learn_1,这个知识点让我崩溃救命#455,
生活区,life_2,看着很舒服姐妹们#631,
生活区,life_1,生活感满满很温暖第82遍看#373,
学习区,learn_2,作业好多真的累救命#801,
生活区,life_5,画面好看点赞姐妹们#2427,
生活区,life_1,这个视频太治愈了第72遍看#363,
学习区,learn_4,讲得有点快跟不上期末人破防#1734,0
学习区,learn_3,越学越焦虑打卡15#1179,
生活区,life_5,画面好看点赞姐妹们#2448,
生活区,life_3,这种分享很真实哈哈#1363,
学习区,learn_3,学不会有点烦姐妹们#1399,
学习区,learn_1,思路很清晰适合复习救命#272,
生活区,life_2,节奏太慢有点烦哈哈#869,
学习区,learn_2,思路很清晰适合复习第20遍看#505,1
学习区,learn_3,这个方法太有用了收藏三连了#1307,
生活区,life_4,评论区吵起来了同感#1786,0
生活区,life_4,这种分享很真实哈哈#1983,
学习区,learn_3,这个知识点让我崩溃第88遍看#1252,
生活区,life_5,快乐就是这么简单救命#2197,
学习区,learn_4,太难了完全听不懂第43遍看#1692,
生活区,life_2,生活感满满很温暖打卡3#973,
学习区,learn_1,看到题目就迷茫第93遍看#287,
生活区,life_4,内容有趣支持确实#1655,
学习区,learn_2,终于把公式理解了打卡31#807,1
生活区,life_3,真的很放松打卡58#1319,
学习区,learn_2,终于把公式理解了第70遍看#943,
生活区,life_3,看着很舒服确实#1075,
学习区,learn_3,复习效率太低了同感#1072,
学习区,learn_1,这个公式太痛苦第82遍看#373,0
学习区,learn_2,思路很清晰适合复习打卡29#514,
生活区,life_3,标题党无语第2遍看#1166,
生活区,life_2,快乐就是这么简单姐妹们#538,
生活区,life_4,快乐就是这么简单确实#1833,1
学习区,learn_5,备考压力好大想哭打卡10#2144,
学习区,learn_4,学会了感谢分享确实#1528,
学习区,learn_5,讲解细节很到位三连了#2218,0
生活区,life_5,节奏太慢有点烦打卡18#2346,0
学习区,learn_4,例题很经典收获很多同感#1877,
生活区,life_3,好喜欢这种日常确实#1095,
生活区,life_3,好喜欢这种日常弹幕护体#1328,
